sepal_length,sepal_width,petal_length,petal_width,color,season,is_wild,species
6.100558414676537,3.019233978664553,3.9040532554210445,2.4345948226177514,blue,spring,True,virginica
5.3194890480649555,3.103889000688593,4.742980553641709,0.8089204625709807,green,spring,True,versicolor
5.566645000165378,2.6382733499582365,1.9612526391627108,0.3043060533687909,green,fall,False,setosa
5.318634710216482,3.2554369835109496,3.2624598863803134,1.3127089975289632,green,summer,True,versicolor
7.28182254760715,2.335391975092416,0.8634070744080984,-0.21475149245028136,blue,spring,False,setosa
5.789202220209653,2.9735680805410736,4.378679308428975,1.458534171347825,blue,summer,True,versicolor
4.953831256835279,2.5155935200950172,4.80023309749466,1.081917930961065,green,spring,True,versicolor
6.458035929682551,2.739265556879136,2.878583014091064,0.8271707985054062,green,spring,False,setosa
4.8233250800231815,3.0189594685265657,6.375777497593056,-0.07576245381343649,blue,spring,False,versicolor
5.967090876003804,2.6558346538864193,1.61619837289602,1.6108800852557732,red,spring,False,versicolor
4.2322639008961795,2.84617778230807,1.2105627036433058,0.7738393282704707,green,winter,False,setosa
4.737451160881255,3.4025171236857763,4.0815680915519525,0.2640665314317695,red,summer,False,versicolor
5.957488988695299,2.7692432521907406,5.480067114440663,-1.0978097706253196,green,summer,False,versicolor
6.390773263996328,3.3342768448260567,6.562677075478376,1.177988075959491,red,spring,False,versicolor
5.9370946249519765,2.5481172581369527,2.919896753122802,2.6178012773357953,red,spring,True,versicolor
5.707481374089407,3.211921671166113,5.533757416833202,2.529007371638296,red,summer,True,virginica
5.559117043528569,3.57662744826316,3.634535601848798,0.8343229947309825,blue,winter,True,versicolor
4.617182407706058,2.0113421999490844,3.4065335901006066,0.7182303517105755,red,fall,False,versicolor
5.224124633284233,2.6812418978118093,5.2022218937273434,1.575019404860019,red,fall,False,virginica
5.431488983232169,3.230828850872216,4.808948893302814,0.40129164864936673,,summer,False,versicolor
6.645697780975133,2.918781845582803,1.0201333331267763,1.4414335198555728,green,spring,True,setosa
6.074894631654769,3.1484583493485236,6.210118594534023,1.8128642227077523,red,spring,False,virginica
4.389567875709813,2.7584059253136717,6.046155302050668,2.181546579107446,green,winter,False,virginica
6.059267175515836,3.0346359149891597,2.6365434074338,1.1198767388160378,red,fall,True,versicolor
5.491934175666946,2.937729105843168,4.372866006843595,1.0370609998584273,red,winter,False,versicolor
5.258462399755233,3.467112824663923,4.5398513166806564,0.4976139305947511,blue,fall,True,versicolor
6.289341031072694,3.101768337320485,4.143145401900642,0.5384957167681119,green,summer,True,versicolor
6.624799617996761,3.135041064830081,2.764481238462786,1.0188168864787785,red,fall,False,versicolor
6.545024095292959,2.835249213551013,2.5582402745053123,1.4938924054529426,green,winter,False,versicolor
5.128625981421889,2.8049575103710027,3.6565580793145434,1.9308677009865995,,winter,False,versicolor
5.552630099319028,2.826976724872152,5.69363933274092,0.557456839455724,blue,winter,True,virginica
6.065010745122851,3.1577808569513186,4.624120262810536,2.3941508551676174,blue,summer,True,versicolor
6.580436101697887,2.8316062076718946,3.06995563545362,0.9831011191659449,blue,fall,True,versicolor
5.416660609723768,3.1159099427585653,5.011887808102186,1.182906164521251,blue,fall,False,versicolor
5.651472818668946,,-1.142522455071128,0.6022306566817412,blue,winter,False,setosa
4.914932020795177,,5.652901690632576,-0.7393922082183535,blue,fall,False,versicolor
4.843034700735463,2.8695905871328637,0.7424865760772308,1.9072363170888398,blue,spring,False,versicolor
6.450020657915358,3.480485568865578,3.0838503996146756,1.7894751176739465,blue,spring,True,versicolor
6.884992022856658,2.8367698507913794,1.7965611791355556,0.9749379543054293,red,spring,True,setosa
5.742391902735733,2.1847501859288583,1.4990414912744603,1.2535925737798974,green,fall,True,setosa
6.602826318313619,2.5967654756330383,5.673405538543483,1.6127513741632795,blue,summer,True,virginica
6.089308820038108,,2.904907957769785,-0.050036685509234236,blue,summer,False,versicolor
5.2839041963159,2.8593946063834768,4.289056598942217,0.7767578581229642,green,summer,False,versicolor
6.089116484406731,3.007367351675821,3.6202350159053873,1.8354117436974617,red,summer,False,versicolor
7.030429253172775,3.670574924910113,4.510969406279306,0.19656846146460039,green,spring,True,virginica
5.771339168712038,3.1307709495056653,3.830597214802434,1.4348463457333034,green,spring,True,versicolor
7.051714924651205,2.9123597884764543,1.5189132188794319,0.11473455630127583,blue,winter,False,setosa
3.704203916728204,3.3317622324733955,5.393653593060138,1.573143985946821,green,fall,False,versicolor
6.457522003500179,2.1155458763968458,2.860613808625769,1.1714868141620132,green,fall,True,versicolor
5.869637654590536,3.0942458232434262,1.0538107722784233,-0.09210545272440762,blue,summer,False,setosa
5.560794119627306,3.308346077554787,2.972204226357949,2.131791483565737,blue,spring,True,versicolor
5.873408621228402,2.4085655016880634,6.251291644078329,0.6123267385615606,blue,summer,True,versicolor
4.209944868319285,,5.145376961592938,0.5517980503884952,blue,winter,True,versicolor
5.624262489729991,3.1353985629977656,3.1072913715066397,1.3604553577847542,green,fall,False,versicolor
6.085690057209397,2.8338848344396794,3.1062619026586713,2.118909879542972,green,fall,False,versicolor
6.982315235793212,3.253112746442514,3.15322041293045,0.38734254481728236,red,summer,True,versicolor
5.385383825381082,3.9082771431217584,7.23047157205343,1.2493438798783774,red,winter,False,virginica
5.15320511768545,3.072746502023398,4.349290268793641,1.5430532002644584,green,fall,True,versicolor
5.398594365132371,3.0992882345201345,4.431070800224819,1.754484485810515,red,winter,True,versicolor
6.532321694161659,2.8162556401839023,5.451481871854131,1.3411532442217802,green,winter,True,virginica
6.063000887727747,2.6600622522140833,4.105941570345073,0.9063777287333421,red,summer,True,versicolor
5.376191836986369,3.332134326617698,3.259628352104805,0.5379278234810242,blue,spring,False,versicolor
6.210613946490684,2.657566469636453,3.366205256555537,1.2689151064370998,red,summer,True,versicolor
5.877662039478432,3.028626494887757,3.5782778589960915,0.3422887904115144,blue,spring,True,versicolor
6.574915992426311,2.8089370212939535,3.6367221979332696,-1.137080386795686,blue,winter,False,versicolor
5.238357524898118,3.1915919302985567,4.936970224182866,1.5492478433261343,blue,spring,True,versicolor
5.537870282721785,3.1334648421147793,3.788308005872409,1.9231478728689562,blue,winter,True,versicolor
5.4863134774942734,3.4150159777031597,4.945488131266485,-0.6903459484334709,red,fall,False,versicolor
4.629188041494305,2.7959934404581013,3.5627818138154104,0.3922154362320499,green,fall,False,versicolor
6.036896221651661,2.8920500258826514,3.8336798235373544,1.6953234088041582,blue,fall,False,versicolor
6.008844217743912,2.608494513687077,0.3030588362954174,2.845996375769359,red,summer,True,setosa
5.804090765313968,2.8222826959695553,5.257757046994218,1.2166349661403262,blue,summer,False,versicolor
5.612330293299882,,4.289030409026588,0.6175976470166924,red,winter,False,versicolor
4.667703406359668,3.302795446658141,5.396617186761409,1.053682847116128,red,fall,True,versicolor
5.463483741787712,2.63113387032895,-1.2236341429292716,2.2999011353185477,red,summer,True,setosa
5.525828386778584,3.347842368042264,7.250236998127237,0.6832286567003717,green,fall,True,virginica
5.158178184622704,3.5422551435219805,3.4626976321362046,0.560646394679797,red,summer,True,versicolor
5.670971430667192,3.1653739612894802,5.583910788453778,0.8138051822543739,red,spring,True,versicolor
6.123240685451631,3.7507183250232266,1.9321599238865979,0.43733711339303005,green,spring,False,setosa
7.308948720968424,2.690484320358571,4.741715638606369,1.2981362527958364,green,fall,False,versicolor
5.939662250265471,2.502138118675433,1.9091935426047848,2.4997427667756487,red,winter,False,versicolor
6.006040312578211,2.2885119004382886,2.6395927668171315,1.4584634184928231,green,summer,True,versicolor
5.740443267387066,3.598417724595673,6.953853301573536,0.9981171982989698,blue,summer,True,virginica
4.264983027760767,3.261746262541623,3.375839918702311,0.9665509848675646,blue,spring,True,versicolor
5.7787888996406265,2.977766131635818,4.069635884405529,-0.050552646957325864,green,spring,False,versicolor
5.848184167952821,3.111987450527928,5.1791151421708825,1.9064878217177272,green,winter,False,versicolor
7.770593689988229,2.549804381080649,4.542659209553428,1.1377302423897584,red,winter,True,versicolor
5.646111228175101,3.9783007918467304,3.95571213874408,1.0556160691274994,green,winter,False,versicolor
6.04123787386689,3.051688472790091,4.320433704192584,3.7544860542758887,red,fall,True,versicolor
5.772230584235805,3.0437579178419574,7.785806494905068,1.439002326692549,blue,spring,False,virginica
4.8650575699043745,3.2903066495594766,3.602048045042905,0.5985671599238525,green,fall,False,versicolor
6.714258251612017,3.1924036926946853,4.041868379415445,0.8589139230355654,red,spring,False,versicolor
6.4015464261494195,3.0895536097116527,5.48611247321294,2.118756567357404,red,spring,True,virginica
6.4328255576344375,2.6838102178218755,5.5793940860285725,1.2906163284302115,blue,summer,False,versicolor
5.072490036164209,3.1885873428543983,5.7179515194526465,0.04937761734610646,green,spring,False,versicolor
6.9222354487488795,3.7528097985900137,4.785841377449614,1.9353831476601628,blue,spring,True,virginica
4.678519149766175,3.5381680184619912,1.7568916483581782,0.6654847315688047,red,fall,False,setosa
6.269485675040216,3.6372746506557587,6.476833604911864,2.6986382209740363,red,spring,True,virginica
7.5523645006479825,2.795513729427526,1.7512128318682307,2.064038452571719,green,fall,True,setosa
5.007570939895449,2.604158071896568,4.214480290906357,0.8421424834729989,red,winter,True,versicolor
5.346961816317783,2.9496852319601405,2.417731054967092,2.2248130893880904,green,spring,True,versicolor
5.879721092070112,3.022289964915478,3.5909648107919128,1.2542844084219227,blue,spring,True,versicolor
5.397219476707041,3.4376766073883793,4.258896097515917,1.8822189400977756,green,fall,False,versicolor
4.559469255147094,2.3230141481140723,4.246307266265465,1.5877862538355798,green,winter,True,versicolor
5.854850379844821,,4.417265282199985,0.5229146760073011,red,summer,True,versicolor
4.950157029019116,2.9367968405684044,6.4433091573997,0.6851601341460304,,winter,True,versicolor
6.178873944508145,2.829247572021032,4.471008312573765,2.023968654064929,green,fall,True,versicolor
5.064460612612957,2.595158249895933,3.2849337200058972,0.9321797343147673,red,winter,False,versicolor
7.039947524014032,2.338057331253692,5.3389481860902075,0.8770812294064025,red,fall,True,versicolor
5.17339736613101,3.3292682335847656,5.722099831171889,0.43590193652051756,red,fall,False,versicolor
5.54235078703546,3.0293271868753617,1.613066714267113,1.5388792524747688,green,summer,True,versicolor
6.450813773895735,2.4840156401035784,4.715580118744759,2.850019935394516,red,spring,False,virginica
4.815308546852836,2.4819684911745536,4.891993661928527,0.34597366859658163,green,fall,True,versicolor
5.981967947683303,2.8656861202839488,3.194142044288014,1.2193755653382063,red,fall,True,versicolor
6.845714203425942,3.6676086101157575,6.038701582629754,2.329776444332343,blue,summer,False,virginica
4.514013412351018,2.896163459454558,3.444905502044705,1.1362868870034277,red,fall,True,versicolor
5.947707086825843,2.3987428187527575,3.913479970901622,1.5618974369997871,red,spring,False,versicolor
6.007906235398739,2.901702774365622,3.405777898717422,0.3500851774824961,green,summer,True,setosa
6.425458297421848,2.890910572100932,3.726484380888495,1.5426456777661188,green,spring,False,versicolor
4.810439431297534,1.9212453428233713,1.8363323522781572,1.050284587996361,red,spring,True,versicolor
4.743634709532579,2.978282053392875,1.2519134995896999,1.9885839965438903,blue,summer,True,setosa
6.217553252493518,2.9076261879165286,6.410658607482453,2.149908841251801,,fall,False,versicolor
6.037587738586549,3.2784825459253675,2.260165707858843,3.2716509136148915,red,spring,True,versicolor
6.000394280276701,3.739582437978138,2.014633005924278,1.6637065385708605,blue,spring,True,setosa
6.07715856759758,3.450626011819103,0.039236806873685026,1.4606370532657331,green,spring,True,setosa
5.255980222737207,2.892444523778068,2.6137650289278467,1.3555074412618688,red,spring,True,versicolor
5.9858029577288026,2.557389636503332,1.4507473512072533,0.9174669657514493,green,summer,True,setosa
6.034457978638945,4.029343921299944,6.491425772231827,1.470787074769353,green,summer,True,virginica
5.228518865578906,3.0236873736057954,5.416689051882479,0.9636788718887764,blue,winter,False,versicolor
7.292619608915805,3.0055717167651785,2.5301444131978696,1.3347687810156914,blue,winter,False,versicolor
6.17906633672943,2.990349965155999,7.5291408690853245,2.2540780284863677,green,spring,False,virginica
4.846957202237881,3.079233904307142,5.3690013278857105,0.39476594777628704,red,fall,True,versicolor
6.325242886907064,2.942255835230423,3.147786648035342,2.1119028489032363,green,spring,False,versicolor
5.020254663818143,2.7705351972479053,-0.5489897152850736,2.2536920538718923,,fall,True,setosa
6.429667682993961,2.781256423503843,7.5946023734042605,1.1055451784071368,red,spring,True,virginica
6.726876463205923,2.9868986919136007,1.337726806501887,-0.49748391920687585,blue,winter,True,setosa
5.143454145318631,2.782630091546494,0.9028221301732842,0.713742410324454,red,winter,True,setosa
6.5707009033954575,2.7148616869291344,5.438369734416389,2.237595637248887,red,fall,False,versicolor
6.130224741549198,3.042572091076759,7.8475790907767635,1.1817055501608942,green,spring,True,virginica
6.457648127995592,2.898009113031658,6.053263791467881,0.40055821416407134,blue,fall,False,versicolor
7.317434386123158,3.6015971954330754,4.658645504089011,0.796180063017426,red,winter,True,versicolor
5.6036895071977035,1.9396120766427951,4.7110823808309865,1.8724960212036423,red,spring,False,versicolor
5.1970110685140085,3.4366027407689845,5.150806449926524,1.6373868545611034,blue,spring,False,versicolor
5.088388456299581,3.4984340769990516,4.990178602637501,1.0088543206642444,green,fall,False,versicolor
5.147351772027649,,4.1780254207479395,0.9065404705482498,blue,summer,False,versicolor
5.738318632468716,2.8629249623678605,3.8771418767181896,0.8865934807649425,blue,fall,False,versicolor
6.072921579853315,2.8514236536016835,3.5935916825708123,0.46207185240119786,red,winter,False,versicolor
6.021352639464015,2.4369953221128715,2.4182601989266503,2.4923005515755534,red,winter,True,versicolor
6.461746599228819,2.68887332496365,3.222852369326484,0.942143624630928,green,winter,False,versicolor
5.810401513502326,2.5557696618136685,0.8219734158678449,2.1737268166603974,red,winter,True,setosa
6.962827261725853,3.700908177369449,3.5328226344489253,2.417052841537961,red,winter,False,versicolor
5.588274533409635,3.3742713572589844,2.0193951178434406,1.9986487185183683,blue,summer,True,versicolor
7.976135333271695,3.5086220379976636,1.8238981607331897,0.8547037498255612,red,spring,False,setosa
6.300533878212005,3.288668825617294,4.005820056960913,1.5229840722692876,green,fall,False,versicolor
5.114273954866974,2.5483792915131085,6.066403886785819,1.180643514887267,blue,fall,True,virginica
4.94328600155111,2.7901918934880907,5.261138230203932,0.47703851141589737,green,winter,False,versicolor
6.1859779321945485,3.195749824491167,1.0301489738405993,1.4594874253772825,blue,fall,False,setosa
5.621229771739319,2.511148876443222,2.0176321678304263,0.2567681670721579,red,winter,False,setosa
6.371200395273673,3.285199372068955,5.299311019579967,2.150143510769251,blue,summer,True,virginica
6.178590099658836,2.903869840736746,2.029771430984874,0.8283061621612855,blue,summer,False,setosa
5.741736869874502,2.850071676980161,3.318123645005058,1.3609277246982714,red,spring,True,versicolor
5.122565025545276,3.2843839872813967,4.635088568341739,1.4266302972369136,red,summer,False,versicolor
4.588122220251308,3.177705324594416,2.05381442673182,0.9928760210367381,green,summer,False,setosa
5.442788038346383,2.855613533672368,3.879138360448132,1.6693550411802198,green,spring,True,versicolor
6.485119035458778,3.4637319213456994,1.4321566586390526,0.8200770747019803,,fall,False,setosa
5.971274995304163,2.567574668960041,2.677675005282937,1.8970378379657953,red,winter,False,versicolor
4.80340897703041,3.2463742427777054,4.243629288042313,0.1232162558026011,red,winter,True,versicolor
5.938544740680945,3.2372405031873535,0.9919106529961623,1.3011036636371294,blue,fall,False,setosa
6.108253903783069,2.876181424274404,4.448807054532678,2.751143199246628,blue,spring,True,virginica
5.092914051039093,3.130453208896847,3.666615741824642,0.39973494031554013,blue,fall,True,versicolor
5.922980084756422,2.4995545694458787,4.6392329225091515,0.6578040235801187,red,summer,True,versicolor
5.8465669747568,3.3696108076827604,4.080654027909924,1.611126279727132,green,spring,False,versicolor
4.885623761735501,2.9260391454228043,6.019038730955535,1.3436654255516782,red,spring,True,virginica
6.086229888278626,2.7909107917923843,3.9128816545014424,1.4805040794188473,blue,spring,True,versicolor
6.248627621094587,,2.97001058008707,1.5913497041181308,blue,winter,False,versicolor
6.666440994540221,2.7182625237828963,3.9079057551548826,1.707777174849416,red,fall,True,versicolor
6.6430416416279225,2.436615481454576,4.62360664936186,2.0877598735649787,red,spring,False,versicolor
4.6978645056343264,2.3773483305904386,3.7830621195536978,1.52785492554281,blue,spring,False,versicolor
5.049739968067902,3.242403980538256,3.7690058750466005,1.006993876305166,blue,spring,False,versicolor
6.212028213766928,2.487828259001487,2.506614130728516,1.738058960962185,blue,fall,False,versicolor
6.211028760729767,3.701917672793746,2.5730684401633885,2.7199055479161727,red,winter,True,versicolor
6.212038149044838,2.167228236846511,1.3155710379405212,1.093893002893941,blue,summer,True,setosa
8.882185192523778,,6.674280463417797,0.4203765562634867,blue,winter,True,versicolor
6.256712408554534,3.0844069868810475,1.5854324998348157,2.0856645354295784,green,spring,True,versicolor
6.708452512144479,2.961314755251843,2.522061163746958,1.1036950688371214,red,winter,True,setosa
6.563201410794562,,2.4787076485323647,-0.5381356368112291,green,winter,False,setosa
6.321113001044639,3.1596544457408284,5.22137144080555,1.8779373417203373,green,summer,True,versicolor
5.547784604287723,2.984946119030061,3.198585546903553,0.7717374512368618,blue,fall,True,versicolor
6.407175376394614,3.4413207528066088,5.8211615235453475,1.1275733741566714,red,fall,True,versicolor
5.181739828369942,3.045691059464816,2.5550659387854235,1.4655842644552117,blue,winter,False,versicolor
5.6105451146079925,3.060120704584751,4.174290075780464,1.3523997438232531,red,winter,False,versicolor
5.411709161736717,2.8545551151144575,2.279910009458413,1.7675614537112314,green,fall,True,versicolor
5.8654993115090575,2.977221750511573,7.3467535172147596,0.8516109035441253,red,fall,False,virginica
7.651726853338807,3.1231207075568235,1.6810826876498286,1.6104846385408662,blue,summer,True,setosa
4.306187845926601,2.3159326429373497,4.226695207385947,0.9923626579328662,blue,spring,True,versicolor
6.349008152299611,2.4607258311577147,4.777420697584567,1.7910483847100025,blue,winter,False,versicolor
4.5098273030482785,3.297305637609086,4.403458465667547,1.6922939872104428,red,fall,False,versicolor
5.422454507368453,3.0683461752511767,3.385010979907896,0.4516490383643237,green,winter,True,versicolor
6.671160477573893,2.9264066654589285,3.4793048104531756,2.068785692940026,green,winter,True,versicolor
5.85142401527637,3.007373573226157,3.7744795023644864,0.7712292439087616,red,fall,False,versicolor
4.937804177656555,3.1390326821446686,3.4500965972315694,1.846446238624916,blue,summer,True,versicolor
5.2277570325920255,2.7840961278762553,5.3385944985513465,1.4938298507210725,green,winter,False,versicolor
6.343678199147741,2.688678109839075,7.457889102705297,2.670546941436098,blue,summer,True,virginica
5.215706694626291,3.0783381020390728,2.752263965486683,1.0212272141025183,red,fall,False,setosa
5.97316687166558,2.6086508889539872,1.371334934715568,0.9205465631054419,blue,spring,True,setosa
5.836457471923051,3.163301102285789,3.549920517802867,1.1844643152898138,green,spring,True,versicolor
5.278719721915346,2.3189665583048638,8.085505874012341,0.9574561737325796,green,winter,False,virginica
7.5151552714602605,3.4116622549302575,2.333753234451458,1.83995352155364,blue,fall,True,versicolor
6.307135217854409,3.189038992965217,6.486498569254914,-0.09304848674927046,red,summer,True,versicolor
4.179885930673914,3.1024118937255505,6.552091383929949,0.35705406468291667,blue,winter,False,virginica
5.949163451815542,3.3930763935782053,2.7588999890964097,0.34575766273664543,red,fall,True,setosa
5.270570828185289,3.6661897777850307,4.667271234614969,1.9602460735788605,,fall,True,versicolor
6.481946667836979,3.4057480260072523,6.468274259318514,2.56849069806554,green,summer,True,virginica
5.1659834092538395,2.263650307467342,3.055482840321272,1.1164406251700227,red,winter,False,versicolor
5.70821084682648,2.4881692133057194,3.353913387825985,1.0649426214479916,red,fall,False,versicolor
6.203989823184365,2.7500725689217287,2.711142446287306,1.2560417304905451,red,fall,False,versicolor
6.492604155336097,3.0104364200843334,1.9749135578221266,2.1295026420865524,green,fall,True,versicolor
4.839762874355379,3.2070636081876494,2.596228173387788,0.45811749264754065,blue,summer,True,versicolor
5.532399011327241,2.709702474738614,1.6193015465041642,1.390695186187828,green,winter,True,setosa
5.420043751071235,3.0747067057908315,3.7579418960406845,1.9801581038259437,red,winter,True,versicolor
5.2773366139410305,2.697846827058671,2.3910455072003094,1.6008753359518761,blue,winter,False,setosa
7.212363392224877,2.755392878803221,4.097436050044271,1.3516652932789948,green,winter,True,versicolor
6.123985368768764,,1.0549774014538338,2.000836874053713,red,spring,True,setosa
4.791292836531964,2.6307067015556385,4.262496394764577,-0.96258583439939,red,spring,True,versicolor
6.53428955764382,2.4593261577534666,5.116999234735172,1.742300255624726,green,winter,False,versicolor
7.497724957610107,2.609650698809067,0.3106494076285262,0.6767394534980609,green,summer,True,setosa
6.625972208440917,3.4214567186431357,4.335896168740873,-0.2645063174851656,green,spring,True,versicolor
4.584504027236789,,5.787037287204597,1.6089620796199846,red,fall,True,virginica
5.412612741706999,4.052952825934956,1.643610268224951,2.298926836130366,green,spring,True,versicolor
6.813528919349298,3.197327160352356,6.5433730576240965,1.0900411882978465,,fall,True,virginica
5.233864427504975,3.0739344494779495,4.412332315922277,1.9622996377623512,green,winter,False,versicolor
6.155055542516982,2.6566568879275145,2.501479845210705,2.4898226063909163,red,spring,True,versicolor
6.41970724274347,3.2801239517635965,3.6051925679819,2.251931562867238,red,summer,True,versicolor
5.058455622737533,2.7697448695048905,4.649155751286928,2.5119716234971143,blue,spring,True,versicolor
5.75237971515056,3.0488039258581447,3.8292091654010996,1.7937019928575137,green,spring,True,versicolor
3.2069861279447416,4.024033815307518,4.615885187158828,1.2603469111212742,green,spring,True,versicolor
4.980489886932568,2.96157604011014,2.1348548917650776,-0.08157264951773491,red,winter,True,setosa
5.597945478885472,3.4597093305142703,3.987913400861333,1.003150009496041,red,summer,True,versicolor
4.80177345442812,2.718729429949645,1.296685355261534,0.5254027237470466,red,spring,True,setosa
7.105929043145308,2.986004603801215,3.51091569570721,2.936754173998251,blue,summer,True,versicolor
4.655886897631493,3.708320254254204,2.1633570095098573,1.0592913500541306,blue,winter,True,setosa
5.447964410642413,2.749213176884893,2.449599097597397,1.2985638454275885,red,fall,False,setosa
5.904592461828873,3.7249794231987714,5.801358397857744,1.641188300832374,green,spring,False,virginica
6.953018631252892,3.28310077418219,5.555227205010257,1.234881957097963,green,summer,False,versicolor
4.651310279056448,2.7750132896422928,4.735534805542201,2.5560408323446024,blue,summer,False,virginica
6.730531001723968,3.252963095622208,1.843068300056616,0.7018805106124384,blue,winter,True,setosa
5.808186448815669,3.389021779850692,3.162105635518837,1.355685964189794,,spring,False,versicolor
5.014793079161639,3.2487239848868787,5.762266089964612,0.6060235314415613,green,fall,False,virginica
6.169682779410617,2.3719101120438175,3.9409187531878382,0.14398199102343523,red,summer,True,versicolor
5.959247756458776,2.7091451296700524,7.64286021796888,0.7105847272757716,blue,spring,False,virginica
5.319826498272964,2.900992545779398,4.368640326970432,1.1703705623612704,green,fall,False,versicolor
5.855841667992015,2.9702266283599816,4.026483498033054,0.8565582203861919,green,summer,True,versicolor
5.491749122510591,3.2482688390202714,3.174502010855748,0.6460632161009151,blue,summer,True,versicolor
5.8908138762009985,3.0710804003733014,3.9270195381298802,0.07494602906253278,red,fall,True,versicolor
6.329704539616837,2.4658622565159596,3.4408012781530757,1.1335155418970442,red,fall,False,versicolor
7.068813452916282,3.1520791404023853,4.903784750370604,-0.0037762992248018268,green,winter,False,versicolor
4.80974760093852,3.244234298113529,5.326393938550793,1.808044770951682,blue,spring,True,versicolor
7.506426699725013,3.223916179172416,2.363817917136486,1.2659518023476026,green,spring,True,setosa
4.2383297603819985,3.432312290221849,1.4369039789517775,0.03395880042805555,blue,winter,False,setosa
5.678571923971533,3.3335688618195616,0.5784508657243963,0.9526327383601092,red,summer,True,setosa
6.270653765187661,3.1836720316913745,4.563585255751324,0.5982748755275333,blue,fall,False,versicolor
6.024793494188026,2.971933715416541,1.824276769504415,1.4553396083353443,red,fall,True,setosa
5.301840384143524,2.3356156265936034,0.04008599198077922,2.2723603568185156,blue,fall,True,setosa
5.633502199714179,3.1718472876530344,4.360583627702639,-0.30013797571659584,green,summer,False,versicolor
5.405599252272934,3.0830750748652447,7.938099179635744,1.2920208633179338,red,fall,True,virginica
5.32850819444463,3.1086315348781492,3.6896794503821817,1.0718937635466876,green,fall,True,versicolor
6.47968167761682,2.489300569671876,5.125434316567791,1.7370720611603725,green,winter,True,versicolor
6.085612388772038,2.567577383836695,3.8391099095308605,1.3705573025901514,red,summer,False,versicolor
5.245672323791476,3.4212611413331615,3.5318875895750574,0.5984245346089446,red,spring,True,versicolor
6.519679900346601,2.984177938457338,5.262430021079207,0.9447568514667054,green,winter,True,versicolor
6.045839616701287,3.27260027894905,3.206533274879293,0.5631793145572087,green,winter,True,setosa
6.450289695071168,3.0113273504521842,4.1545669339222355,2.0608057108788786,green,spring,True,versicolor
6.303703073538889,3.0119024557982983,4.246886270533223,1.2170493189375537,green,winter,True,versicolor
5.136803991262342,,2.5642462288068173,2.7209525486024058,red,summer,True,versicolor
5.351855167842424,2.7935821087130503,5.386471994212089,1.1514713489483033,red,fall,False,versicolor
6.397834884098609,3.0384483107763933,3.4025684136178054,0.6332745864716297,green,summer,False,versicolor
6.288296212346772,2.815089884517983,2.4152332288621645,-0.010971514090261758,blue,spring,True,setosa
5.783278724828682,2.8262015090270736,4.612066734069686,-0.24251174100475614,blue,spring,False,versicolor
5.893861906647025,2.876331150612544,2.1726044309552366,-0.06730875440439199,red,winter,False,setosa
