sqft,bedrooms,bathrooms,year_built,neighborhood,has_garage,price
1031.0874800424385,2,2.5,1993.0,rural,False,242894.7974277476
1757.5176336043298,3,2.0,1951.0,suburb,True,325004.4849107072
1756.8929754561045,1,2.0,1984.0,suburb,True,299341.643659442
1757.523843153024,3,2.0,1979.0,rural,True,356655.51533799275
3426.365745327361,3,1.0,1957.0,downtown,True,551333.7081471223
1785.4452553465835,4,2.5,1971.0,downtown,True,370530.7337998542
2067.7828200902995,3,2.5,1993.0,industrial,False,389070.77042557
1977.0008817466012,3,3.0,2007.0,downtown,False,401011.00274397904
1825.695625652899,1,3.0,1985.0,industrial,True,301871.5841195874
1342.3653776798271,4,3.0,2018.0,downtown,False,250190.29190368124
1879.4846102466338,5,2.0,1980.0,downtown,True,385894.3166714059
1113.587392731214,1,2.5,1996.0,suburb,False,253220.5529926803
1381.5906966299956,1,2.0,2004.0,industrial,False,275025.0665617471
1257.3182260854483,5,1.0,2011.0,downtown,False,326059.6584505523
1540.9370696931612,3,3.0,1979.0,industrial,False,350724.48210816074
2657.329283336754,2,2.0,,suburb,True,461259.1202293562
566.367403704126,4,2.0,1965.0,suburb,True,171374.58177778675
1843.1300951872568,2,1.0,1961.0,industrial,False,281439.95741505804
693.6420644051742,5,1.5,1966.0,suburb,False,188064.1239799646
1264.0340671052832,1,2.5,1965.0,rural,True,236078.24455892673
2044.475298483683,1,1.5,1961.0,rural,False,353787.82788761694
1532.1400095477313,4,3.0,1957.0,suburb,True,317137.6131617297
961.127611035347,1,2.0,1952.0,rural,True,144663.4637097597
1142.348145370016,1,1.0,1965.0,downtown,True,176868.06057120033
1839.798874467338,4,1.0,1979.0,industrial,False,366506.0336379742
1134.8166841414318,4,2.5,1972.0,downtown,True,218406.85813720853
1608.2292947909875,5,1.5,1954.0,industrial,False,259848.96562453095
1522.7859199519069,1,2.5,2014.0,suburb,True,264401.7825080385
1174.1998261970914,1,2.0,1979.0,downtown,False,167008.60115213896
2571.972044662663,5,2.5,1970.0,suburb,False,481051.6007699801
1816.9595111590056,3,1.0,2019.0,suburb,False,340610.5171093267
487.42870667119644,3,1.0,1971.0,industrial,True,108016.85372998907
1593.2271573847138,3,3.0,2021.0,industrial,True,386058.0996418294
1169.106767615806,5,3.0,1981.0,industrial,False,308668.3580804405
1926.216667398112,1,2.0,1982.0,downtown,False,326946.7308980416
1103.7396307836498,5,1.5,1965.0,rural,False,277227.1589388495
1442.6317792665504,5,2.5,1987.0,industrial,True,301229.7733565595
1752.4936394902286,3,2.0,1963.0,industrial,True,353547.3995461424
1932.8775970850606,2,3.0,1985.0,downtown,True,353158.7109666953
899.8517964721119,1,2.5,1972.0,industrial,True,186592.18798805316
1332.7493820795257,3,3.0,2015.0,downtown,False,268256.6903207242
1262.5273444195218,2,2.5,1951.0,suburb,False,183766.3386824463
1173.335383713144,2,1.5,2022.0,industrial,True,262036.99729772244
2382.7271201405483,4,2.0,,industrial,True,473701.35380400775
1702.4908554804779,1,2.5,2016.0,suburb,False,281812.08169134636
869.5580228324774,2,1.0,2001.0,suburb,True,147843.81098663076
1958.930973527388,3,1.0,2011.0,suburb,True,396102.68956155126
2561.0780985063166,4,2.5,1972.0,industrial,True,439979.35798992764
2016.2326302755735,1,2.5,1975.0,rural,True,384715.0831390149
740.3150170229933,5,2.5,2017.0,rural,True,218028.63051401294
1257.8829635668744,3,1.0,2004.0,rural,True,272834.2023032826
2133.455574593311,2,1.0,1955.0,industrial,False,330659.78191652714
1146.1652671906097,2,2.5,1984.0,suburb,True,247520.41301106176
1721.9097140731142,3,3.0,1971.0,industrial,True,320463.03704754135
1887.3170267146684,2,3.0,1992.0,suburb,False,347213.76682503143
1036.5347642109587,4,1.5,1964.0,industrial,False,229207.7898935154
1470.2373219690999,1,2.0,2009.0,industrial,False,232969.97462192082
300.0,4,3.0,1961.0,suburb,True,160724.7303626038
987.8061793328551,2,1.0,1998.0,rural,False,174774.5199057807
1373.7159243034198,5,3.0,1991.0,suburb,True,327699.3911853124
876.1084090175752,1,1.5,1987.0,downtown,True,125585.78011438093
2316.2056519658177,1,1.5,1994.0,downtown,True,298060.8380310133
784.9293110196836,3,2.0,1984.0,suburb,False,182008.56377494746
1279.9777566515081,3,3.0,,industrial,False,346875.1261461137
1565.3702886430456,5,1.0,,downtown,False,350843.67193339753
2220.6366445330577,1,1.0,1955.0,downtown,False,333017.6852879268
782.0689244102803,5,2.5,2016.0,industrial,False,242923.613785294
2081.58187607748,3,1.0,1956.0,industrial,True,353911.2581959834
1505.1165305097936,3,2.0,2001.0,rural,True,320681.05303172534
1009.2456744760245,1,2.0,1963.0,industrial,True,135462.46671213832
1731.0517371316355,4,1.0,2022.0,suburb,True,387087.41140981147
1599.529847786735,2,1.0,1964.0,suburb,False,286390.91663124756
1199.8915614206026,3,2.5,1970.0,rural,False,272029.30598432844
1534.9010424950095,3,1.0,1984.0,downtown,True,298389.42853854323
1307.3432015691199,4,2.5,2015.0,downtown,False,309689.97996618773
1556.758672625624,4,2.5,1951.0,industrial,False,334699.63797284826
1831.0653372605234,5,1.0,1984.0,suburb,True,387414.2246013199
2293.008408072676,5,1.5,1969.0,downtown,True,428330.03988267074
881.0922505865755,2,1.5,1959.0,rural,False,144955.7844010793
2566.5166873281332,2,2.5,1974.0,rural,False,440533.1919570796
523.9561002387491,1,1.0,2015.0,suburb,True,155564.01958066798
1424.1074524822084,5,1.5,1974.0,rural,True,273942.9056027143
1794.1586032422883,3,1.0,2003.0,rural,True,289598.03251377004
1640.4959338675162,5,1.0,1982.0,suburb,False,345017.21531722293
1188.6502400897032,3,1.0,1985.0,industrial,True,235324.16706913602
1395.9388748213623,4,3.0,1963.0,industrial,True,309091.0811543166
1253.4995326705837,5,1.0,2014.0,rural,False,305343.52583784255
1205.3176215278943,4,3.0,2003.0,industrial,False,288601.57559014
1924.8010485105124,2,2.5,2001.0,industrial,False,399416.06043463934
1678.5077429825237,2,1.5,1952.0,rural,False,230249.04209308312
1153.545202369673,1,1.5,1990.0,industrial,False,173676.86961204358
1949.7999377166254,5,1.5,1955.0,rural,True,377372.3478530224
1653.6497604383046,4,1.5,1974.0,downtown,True,276251.7997311207
1906.43105941948,3,1.5,1962.0,suburb,False,332189.0267799599
1814.814420961806,2,1.5,1957.0,suburb,False,351066.26811611146
1085.502494538964,2,1.5,1970.0,industrial,False,198951.96882972342
1219.9094799015152,3,2.5,2017.0,industrial,False,283907.44915678777
1873.646802561631,4,1.0,1974.0,industrial,False,313242.0774290672
1805.1851327167324,4,2.0,2017.0,suburb,True,358786.92766632553
1489.549203017926,5,3.0,1994.0,downtown,True,342176.4890429708
1558.663691654391,5,2.0,2009.0,downtown,True,346768.1008454716
2138.8324478942122,1,2.0,1961.0,suburb,True,377774.1810342449
1204.214305582085,2,1.0,1981.0,downtown,False,230862.87765906646
1773.548690585019,5,1.0,1962.0,suburb,True,316688.56487964187
1398.903673783053,4,1.0,1980.0,downtown,False,290230.69442041806
1391.15939838639,3,1.5,1969.0,rural,False,278620.5622128621
2049.388425993595,4,2.5,1967.0,rural,False,430612.73505467724
1912.7081744940149,2,1.5,2009.0,suburb,True,389322.4467711534
1906.7548180003193,4,2.5,2012.0,downtown,False,367060.3969452118
2152.7394035771645,1,2.5,1955.0,industrial,True,321585.1852002645
1510.5019208163794,2,2.0,1981.0,downtown,True,237347.95235501844
1840.976485647482,3,2.0,,rural,False,343125.8770739128
1344.866621703272,1,2.5,1951.0,rural,False,236720.74448888082
1662.083176244221,2,2.5,2009.0,downtown,False,348932.5119343062
1434.9284728161576,3,1.5,1972.0,downtown,True,269460.74021314795
1548.497982496359,1,1.5,1980.0,industrial,False,243179.27167680857
1797.5785127184568,1,2.0,1954.0,industrial,True,289189.5166752307
1090.8896583832638,2,1.0,1983.0,downtown,False,173079.1617085889
2546.19363784273,5,2.5,1959.0,downtown,False,549615.2073272527
996.991309250149,1,1.5,1951.0,downtown,True,107318.8655739806
892.9056936061339,1,2.0,1960.0,downtown,True,157478.07140779184
2079.055436750034,3,1.5,1999.0,suburb,True,442566.5020893943
1895.831346981468,4,2.5,1980.0,downtown,True,380078.69738402014
1812.0599085260776,2,2.5,2005.0,industrial,True,334107.8152288668
1814.17275463214,2,3.0,2022.0,rural,True,345402.5505105082
1493.8766135765427,5,1.0,1958.0,suburb,False,300669.74158360914
1051.3728142570842,5,3.0,1970.0,downtown,False,316891.3763788586
1537.9022790968631,2,2.0,2022.0,rural,True,233329.48452464427
1161.4191442439442,5,1.5,1977.0,suburb,False,319215.8826754814
1987.5598667088757,3,2.0,2011.0,rural,True,338915.265432827
1426.4713092489308,2,2.5,1956.0,downtown,False,249471.12651030716
1087.2514016037442,5,3.0,1965.0,downtown,False,265710.37763160176
1339.3070791735033,2,3.0,1953.0,industrial,True,268052.6599691471
1706.465727137812,4,3.0,1953.0,downtown,True,297526.1285141594
1218.1377235980126,1,2.0,1989.0,downtown,True,229085.8385221602
1088.8898022167843,2,2.5,1966.0,suburb,False,272562.7590311232
1621.8436057459562,1,1.5,2001.0,industrial,True,233381.32072410913
1622.4832855543614,5,1.5,2001.0,suburb,False,360063.6778614661
1246.5284123144352,1,2.0,1985.0,rural,True,197619.796513267
1264.4808471908386,2,3.0,1987.0,downtown,False,268948.7432644169
1616.0249686788181,4,1.0,1999.0,rural,False,325478.1786242953
775.9578292513379,5,2.0,2012.0,suburb,True,221149.06711637139
796.2681128117224,2,2.0,,downtown,False,198076.3854678906
1140.777889373782,5,2.5,2011.0,downtown,False,356247.12669966964
1393.2764241440764,3,1.5,1956.0,suburb,True,251764.34986979252
1655.4537827990023,1,2.0,1976.0,suburb,False,295910.80568429583
2237.678108474776,3,2.0,1963.0,suburb,True,356353.5275350815
1928.8298116010096,2,3.0,2020.0,suburb,True,343631.3804356112
1420.0307350182864,4,3.0,1954.0,suburb,True,317176.79858915426
1490.4918960486557,5,1.0,2004.0,downtown,True,373097.2652633773
998.7353176810956,1,2.5,1951.0,suburb,False,181478.69811573412
1490.743432003805,5,1.0,2011.0,downtown,False,322719.77388487617
1355.6706805399308,2,3.0,1970.0,downtown,False,261329.34424369026
1661.3592801690447,5,1.5,1970.0,suburb,True,307191.66000626516
1086.3845282238385,1,3.0,1959.0,suburb,False,213593.13902423676
1759.6732571205862,2,2.5,2007.0,industrial,False,359420.9804377902
2266.369456501289,5,3.0,1988.0,downtown,True,453392.7084902009
1445.6199257715712,4,2.5,1954.0,suburb,True,285241.72443295066
1700.8558610494706,2,2.5,2014.0,suburb,False,335604.72604698205
1845.0719958555562,2,2.5,1962.0,suburb,True,310159.2072971156
1299.389764057082,4,2.5,2002.0,industrial,True,299424.48616978765
1612.0462409052084,3,2.5,1994.0,industrial,True,387298.5898107767
1506.2962003908974,1,1.5,1981.0,rural,True,239533.6590362547
1548.8380492744159,3,1.0,1985.0,downtown,False,277075.50283052574
1113.4951080722667,5,2.0,2009.0,rural,True,270098.0120417852
1512.2550871294713,4,1.0,1960.0,suburb,True,312164.0222144188
1748.9991456227249,3,2.5,2012.0,industrial,True,348413.14664686564
2225.571803897521,2,1.5,1970.0,industrial,True,349854.57943498535
1979.6354130426034,5,3.0,2001.0,rural,True,470084.4329245809
2576.5912287557785,5,1.5,2004.0,industrial,True,541576.7744487759
1116.3262185559752,3,2.5,1975.0,suburb,True,222436.2258112351
1936.160318360339,3,1.5,2017.0,industrial,True,313427.8492132324
1591.671002869176,4,1.5,1983.0,rural,False,350976.06112548406
2594.901466608836,1,2.5,2001.0,suburb,True,414696.3252185253
1095.8508573224242,3,1.5,2001.0,rural,False,259096.3965732467
1080.139078909612,3,2.0,1978.0,industrial,True,169917.74730508673
1200.303677277989,2,2.0,1987.0,rural,True,258323.4717406776
438.05213784509647,5,1.5,1991.0,rural,True,135372.66279834104
1237.1224891596194,1,3.0,1970.0,downtown,True,245491.29694593867
1120.433669223151,2,2.5,1991.0,industrial,False,229493.24241856567
1575.1968932381037,4,2.0,1962.0,industrial,True,286661.35140381625
1670.8779878885798,4,3.0,2013.0,rural,True,357920.60879548354
2438.085419607943,3,1.5,1966.0,downtown,False,439802.36664989253
1975.2119190930252,3,3.0,1958.0,industrial,False,371458.6214574108
1211.5481721687984,4,1.0,1990.0,suburb,True,277264.6152394943
1050.792664325821,3,2.0,1950.0,rural,False,269912.11718433775
1745.959585753253,1,1.5,1951.0,industrial,False,220966.68951165638
839.883396489679,3,2.5,2009.0,suburb,False,264498.88672251056
2415.7293829271766,5,1.5,1997.0,industrial,True,474490.0855647729
2089.7200603606434,3,2.5,1978.0,suburb,True,360994.4876044027
1265.4121739476477,2,1.5,1959.0,rural,True,179902.41731997745
643.4327354545612,1,3.0,2007.0,industrial,False,147341.29859487317
2176.9361870827065,2,3.0,2009.0,industrial,True,431689.93142013974
1442.730077373691,2,3.0,1970.0,downtown,False,270583.03799472767
2118.908155986731,5,1.0,1977.0,rural,True,454670.87130543
702.7861706028165,1,2.5,1983.0,suburb,True,98882.6548888757
1200.3124885231136,1,3.0,1957.0,industrial,False,211184.2048430854
1502.6218498590915,1,1.0,2008.0,industrial,True,214821.47414647014
1523.490296882371,1,2.5,2021.0,suburb,False,295432.5010111047
1274.9672642603782,1,1.5,1998.0,rural,False,247351.71134197575
1811.4249661737495,5,1.0,1966.0,downtown,True,345090.8911156308
966.1897853087028,3,2.0,2009.0,downtown,False,149302.0520974914
1428.8102574893533,2,1.0,1994.0,industrial,True,260289.98302729783
1560.1478158559494,1,1.0,2018.0,suburb,True,279124.3289303977
1757.2194170293744,3,2.5,1981.0,industrial,False,351711.7552032571
1855.807439044445,3,1.5,1993.0,suburb,True,382444.5816113314
937.6789540810654,2,2.0,2014.0,downtown,False,173520.23272268835
732.9429146321888,5,3.0,1957.0,rural,True,241847.9203583418
2138.8384109492545,4,3.0,2021.0,suburb,True,480100.98701672745
1666.1570059897958,4,1.0,1992.0,downtown,True,275565.9233782739
1125.756731721723,3,2.5,1950.0,industrial,True,238953.06453582778
2275.5759877612613,2,2.5,2000.0,suburb,True,391711.003233959
1557.8373171464293,4,3.0,1973.0,rural,False,330729.917378915
2089.6485920319133,3,2.0,1973.0,industrial,False,388377.58331093704
1533.7592407050545,5,1.5,1966.0,industrial,False,308947.02918235154
